,id,name,description,employer.name
0,54893434,Старший клиентский менеджер,"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p>Мы ищем старшего менеджера по сопровождению клиентов. Его главная задача – помогать клиентам с оформлением продуктов и услуг Сбера и экосистемы, а также консультировать по возникающим вопросам. Эта вакансия для тех, кто хочет развивать навыки эффективных продаж и стоить карьеру в банковской сфере.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>имеешь опыт работы в сфере продаж, обслуживания и консультирования клиентов от 6 месяцев</li> <li>доброжелателен и готов помогать клиентам.</li> </ul> <p> </p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>предлагать продукты и услуги Сбера</li> <li>консультировать клиентов по возникающим вопросам</li> <li>помогать клиентам оформлять услуги и необходимые для них документы</li> <li>совершать транзакционные операции в рамках оформления продаж и постпродажного сопровождения клиентов</li> <li>вести базы клиентов.</li> </ul> <p> </p> <p><strong>Работа в Сбере – это: </strong></p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li>расширенный ДМС с первого дня и льготное страхование для близких</li> <li>корпоративное обучение за счет компании</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>корпоративная пенсионная программа</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p> </p> <p>Присоединяйся к команде старших клиентских менеджеров Сбера!</p> <p> </p>",Сбербанк
0,65850027,Старший менеджер по обслуживанию (с. Михайловка),"<p>Сбер — это более 60 компаний экосистемы, 14 тысяч подразделений, а масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении.</p> <p>Мы ищем старших менеджеров по обслуживанию клиентов Сбера. Это специалисты, которые проводят операции клиентов отделения банка.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>хочешь стать экспертом в банковской сфере</li> <li>доброжелателен и готов помогать клиентам</li> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>владеешь программами Microsoft Office, Outlook</li> <li>готов к работе, предполагающей ежедневное проведение однотипных операций.</li> </ul> <p><strong>Тебе предстоит:</strong></p> <ul> <li>осуществлять операции по обслуживанию клиентов</li> <li>проводить кассовые операции: прием, выдача, обмен денег</li> <li>предлагать продукты и сервисы Сбера</li> <li>консультировать клиентов по возникающим вопросам.</li> </ul> <p><strong>Работа в Сбере – это: </strong></p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>корпоративное обучение за счет компании</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>корпоративная пенсионная программа</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p>Присоединяйся к команде старших менеджеров по обслуживанию Сбера!</p>",Сбербанк
0,54817974,Java-разработчик,"<p><strong>О проекте:</strong></p> <p>Наша команда занимается созданием продукта «Система безопасности извлеченных данных», который позволяет автоматизировать процессы проверки и классификации информации, передаваемой между системами. Продукт реализуется с использованием технологий искусственного интеллекта, машинного обучения, инжиниринга данных.</p> <p>Проект находится на начальной стадии, у вас есть уникальная возможность быть у истоков создания нового, критически важного для Банка продукта.</p> <p>Возможность в выборе и применении самых передовых технологий, участие на этапе проектирования решения – отличный вызов как для опытного, так и для начинающего разработчика.</p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Проектирование и разработка продукта SDCT (Sensitive Data Check Tools)</p> </li> </ul> <strong>Требования:</strong> <ul> <li>Опыт коммерческой разработки от 2х лет</li> <li>Уверенные знания тех.стека:</li> </ul> <p>1) Java (v.11), Spring Boot, Spring Security, Spring Data</p> <p>2) PostgreSQL</p> <ul> <li>Опыт написания unit-тестов (TestNG, Mockito)</li> <li>Умение писать «чистый», расширяемый, поддерживаемый код.</li> <li>Опыт использования инструментов: Confluence, Jira, Git, Maven.</li> </ul> <p><strong>Будет плюсом:</strong></p> <p>Базовые знания Openshift/Kubernetes, Docker, Jenkins, Kafka и опыт работы с микросервисами.</p> <strong>Условия:</strong> <ul> <li>График работы: 5/2. Начало рабочего дня гибкое;</li> <li>Формат работы: офис;</li> <li>Возможность предложить и реализовать свою идею, как улучшить сервис, или новую функциональность;</li> <li>Социальный пакет (ДМС, спортзал);</li> <li>Возможность обучения и сертификации за счет компании;</li> <li>Программа льготного кредитования в Сбербанке;</li> <li>Дисконт-программы от множества компаний партнеров;</li> </ul>",Сбербанк
0,55854828,QA-инженер (SberID Devices),"<p>Сбер ID – единый идентификатор пользователя в экосистеме Сбера. Более 100 сервисов экосистемы Сбера уже подключили функцию быстрой и безопасной авторизации по СберID. Количество активных пользователей превысило 20 млн человек.</p> <p>Наша команда развивает Сбер ID для одного из приоритетных направлений Сбера – Сбердевайсы. Мы уже выпустили такие устройства, как SberBox, SberPortal, SberTop, SberTime, а также несколько виртуальных ассистентов и на всех них работает Сбер ID.</p> <p>Присоединившись к нашей команде вам предстоит построить высоконадежную и безопасную платформу аутентификации, перенести legacy-решение на современный технологический стек, создавать лучший клиентский опыт.</p> <p><strong>Обязанности</strong></p> <ul> <li>Проведение системного, интеграционного, регрессионного и Е2Е тестирования.</li> <li>Разработка и актуализация скриптов автоматизации тестирования.</li> <li>Ревью и анализ документации.</li> <li>Подготовка тестовых сценариев и актуализация регрессионной модели.</li> <li>Подготовка тестовых данных.</li> <li>Работа в таск и баг трекерных системах.</li> <li>Анализ логов системы.</li> </ul> <p><strong>Требования</strong></p> <p>Для нас важен опыт работы в следующих направлениях:</p> <ol> <li>Разработка тест-планов и тест-кейсов, знание техник тест-дизайна и умение применять на практике.</li> <li>Опыт с архитектурным подходом REST, с форматами XML и JSON, с инструментами для работы с HTTP-запросами Postman/SOAP UI/JMeter</li> <li>Опыт с продуктами Atlassian (Confluence, Jira).</li> <li>Работа с SQL базой данных (CRUD операции).</li> </ol> <p>Важные знания:</p> <ol> <li>Знание основных терминов, понятий, видов тестирования, методик тестирования ПО и практическое их применение.</li> <li>Хорошие знания протокола HTTP.</li> <li>Важен опыт именно в тестировании бэкэнда (опыт только в тестировании web и фронта - не подойдёт) </li> </ol> <p>Будет плюсом:</p> <ol> <li>Опыт использования IntelliJ IDEA, GIT, фреймворков для автоматизации сборки проектов на Java, тестовых фреймворков на Java (back-end)</li> <li>Автоматизация тестирования, обязательно – back-end</li> <li>Опыт использования Maven или Gradle, Junit или TestNG, REST Assured, Selenium, Swagger, Jenkins, Allure Test Report, BitBucket, Adaptavist for Jira</li> <li>Опыт тестирования front-end (Web)</li> <li>Опыт подготовки отчетов тестирования</li> <li>Опыт анализа дефектов и инцидентов по итогам промышленной эксплуатации и приёмо-сдаточных испытаний</li> <li>Опыт организации процесса тестирования в команде</li> <li>Понимание Agile-методологий</li> </ol> <p><strong>Условия</strong></p> <ul> <li>Отсутствие микроменеджмента</li> <li>Возможность создавать направление с нуля, собирать и обучать команду</li> <li>Работу в гибком/гибридном графике</li> <li>Профессиональное обучение и развитие, современный стек технологий</li> <li>Расширенный социальный пакет, корпоративные льготы (в т.ч. по внутренним программам кредитования и программам лояльности партнёров)</li> </ul>",Сбербанк
0,55897574,Java разработчик (SberApps),"<p>Мы - команда разработчиков из Экосистемы Сбера. Сейчас мы находимся в поиске <strong>Java</strong><strong>/</strong><strong>Kotlin</strong><strong> </strong>- разработчика для одного из наших продуктов - SberApps.</p> <p>Немного о продукте:</p> <p>SberApps — магазин корпоративных приложений, &quot;App Store и TestFlight для своих&quot;.</p> <p>Каждый день мы помогаем сотрудникам получить необходимые им корпоративные мобильные приложения, а владельцам мобильных продуктов — удобные инструменты распространения своих решений и тестирования идей.</p> <p><strong>Обязанности:</strong></p> <p>Участие в полном цикле разработки back-end части: анализ требований, оценка сложности, поиск решения, реализация, исправление дефектов, оптимизации. Команда по scrum agile без тим лида с коллективной ответственностью.</p> <p><strong>Требования:</strong></p> <ul> <li>Уверенное знание Java;</li> <li>Приветствуется опыт или желание перейти на <strong>Kotlin</strong><strong>;</strong></li> <li>Уверенное знание устройства <strong>Spring Framework </strong>(bean life cycle, post processors, auto configuration);</li> <li>Опыт работы с реляционными БД, создание, настройка, индексы. <strong>Postgres</strong>, <strong>Hibernate JPA</strong>, <strong>Liquibase</strong>;</li> <li>Понимание принципов <strong>микросервисной архитектуры</strong>;</li> <li>Опыт создания микросервисов на Spring;</li> <li>CI/CD git, maven/gradle.</li> </ul> <p><strong>Будет плюсом наличие опыта по следующим направлениям:</strong></p> <ul> <li>Умение масштабировать <strong>Kafka</strong> очереди;</li> <li>Опыт работы с системами авторизации, например, <strong>Keycloak</strong><strong>;</strong></li> <li>Опыт работы с системами in-memory кэширования <strong>Hazelcast</strong><strong>, </strong><strong>Appache</strong><strong> </strong><strong>Ignite</strong><strong>.</strong></li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Офис БЦ «Южный Порт» (7 минут пешком от м. Кожуховская);</li> <li>Гибкий график начала рабочего дня;</li> <li>Уровень заработной платы определяем по итогам собеседования, отталкиваемся от твоих ожиданий;</li> <li>Команда профессионалов своего дела;</li> <li>Бесплатный спортзал и бассейн;</li> <li>ДМС с первого дня работы;</li> <li>Скидки от партнеров;</li> <li>Белая заработная плата и премии;</li> <li>Выстроенные процессы по адаптации, оценке и понятная система роста в компании;</li> <li>Наставник на период адаптации и богатая корпоративная жизнь, в которой можно участвовать по желанию.</li> </ul>",Сбербанк
0,66091343,Системный аналитик (Brokerage),"<p><strong>Системный аналитик (инвестиционный бизнес)</strong></p> <p>Наша команда создает информационную платформу для решения аналитических и исследовательских задач для создания продуктов и услуг в области брокерского бизнеса: торговли ценными бумагами, облигациями, валютой, производными финансовыми инструментами.</p> <p>Мы помогаем коллегам из различных департаментов проводить Ad-hoc анализ, готовить аналитическую и управленческую отчетность, поддерживать регулярные бизнес-операций, разрабатывать новые продукты и принимать бизнес решения на основе данных.</p> <p><strong>Ищем:</strong></p> <p>Системного аналитика, способного принять активное участие в развитии детального слоя хранилища, а также в построении витрин данных по инвестиционным продуктам,</p> <p>который готов вместе с нами изобретать и внедрять новинки клиентского опыта, желает стать соавтором изменений наших сервисов.</p> <p><strong>Чем предстоит заниматься</strong>:</p> <ul> <li>выявлением, анализом и формализацией бизнес-требований на разработку сервисов по обработке данных и формированию отчетности,</li> <li>описанием требований с использованием uml-диаграмм, пользовательских историй и т.д., дальнейшим сопровождением артефактов</li> <li>проведением системного анализа – определением в каких информационных системах компании содержатся требуемые данные, определением источников данных на уровне таблиц и полей базы данных, формулированием алгоритма отбора данных</li> <li>разработкой технической документации с описанием алгоритмов трансформации данных из систем-источников в модель хранилища данных</li> </ul> <p><strong>Что для этого нужно:</strong></p> <ul> <li>понимание деятельности брокера на российском фондовом рынке,</li> <li>опыт работы на позиции системного аналитика/технолога в ИТ-компании или финансовой организации (направление ДБО, фронт-офисные решения, клиентские приложения),</li> <li>знание SQL на среднем уровне, написание запросов, хранимых процедур,</li> <li>понимание принципов работы реляционных БД, DWH, процессов ETL,</li> <li>понимание принципов моделирования баз данных: 3NF, звезда\снежинка, Data Vault</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>опыт разработки и проектирования систем, умение читать код, знание основ ООП,</li> <li>углубленные знания продуктов на рынке ценных бумаг,</li> <li>понимание специфики работы бэк-офиса, мидл-офиса, депозитария, расчетного центра или казначейства в проф участнике или кредитной организации,</li> <li>знание финансовой математики,</li> <li>знание SQL, на уровне написания сложных, вложенных запросов / циклов / процедур,</li> <li>знание смежных проф. областей (UI/UX, Data Science, поведенческая аналитика и т.д.),</li> <li>знание основ тестирования и управления дефектами,</li> <li>опыт работы в Agile (Scrum). Понимание особенностей различных фреймворков разработки (Lean, Kanban, XP).</li> </ul>",Сбербанк
0,55284496,Старший менеджер по обслуживанию (с. Старосеславино),"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p>Мы ищем старших менеджеров по обслуживанию клиентов Сбера. Это специалисты, которые проводят операции клиентов отделения банка.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>хочешь стать экспертом в банковской сфере</li> <li>доброжелателен и готов помогать клиентам</li> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>владеешь программами Microsoft Office, Outlook</li> <li>готов к работе, предполагающей ежедневное проведение однотипных операций.</li> </ul> <p> </p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>осуществлять операции по обслуживанию клиентов</li> <li>проводить кассовые операции: прием, выдача, обмен денег</li> <li>предлагать продукты и сервисы Сбера</li> <li>консультировать клиентов по возникающим вопросам.</li> </ul> <p> </p> <p> </p> <p><strong>Работа в Сбере – это: </strong></p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>корпоративное обучение за счет компании</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>корпоративная пенсионная программа</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p> </p> <p> </p> <p>Присоединяйся к команде старших менеджеров по обслуживанию Сбера!</p>",Сбербанк
0,66131791,Java-разработчик (Платформа рекомендательных систем / SberDevices),"<p>SberDevices – уникальное IT-пространство внутри Сбера, занимающееся<br />разработкой голосовых ассистентов, умных устройств и виртуальных<br />персонажей.<br />Мы в поиске java-разработчика с желанием создавать и видеть результаты<br />своей работы, попутно развиваясь в областях по построению систем потоковой<br />обработки данных, высоконагруженных и отказоустойчивых сервисов.</p> <p>Успешному кандидату предстоит:</p> <ul> <li>Развивать и разрабатывать почти с нуля масштабируемую, высокодоступную<br />Cloud Native Платформу по Управлению Рекомендациями обрабатывающую<br />десятки тысяч запросов в секунду с низким временем отклика от<br />многомиллионной аудитории;</li> <li>Разрабатывать ключевые компоненты системы;</li> <li>Решать архитектурные, технологически-интересные и непростые задачи;</li> <li>Поддерживать на высоком уровне инженерную культуру;</li> <li>Вести за собой команду backend-инженеров Java;</li> <li>Не забывать про людей.</li> </ul> <p>Технологии: Java 11-17, Gradle, Spring, Camel, Netty, Junit 5, Mockito, AssertJ, Testcontainers, Docker, Docker Compose, OpenShift, Kafka, PostgreSQL, Apache Ignite, ClickHouse, ELK/EFK, Jaeger, Grafana, Prometheus<br />Что мы ждем от кандидата:</p> <ul> <li>Хорошее знание Java Core, IO, NIO, многопоточности, стандартной библиотеки и структур данных;</li> <li>Владение SQL, умение использовать конструкции JOIN, GROUP BY и т.п.;</li> <li>Опыт работы с Linux на уровне &quot;пользователь&quot;;</li> <li>Опыт работы с Docker;</li> <li>Умение работать в команде и писать читаемый код;</li> <li>Умение и желание изучать те инструменты и технологии, с которыми не доводилось работать ранее;</li> <li>Умение читать и понимать англоязычную профессиональную литературу и документацию;</li> <li>Способность обучаться и находить решения самостоятельно, пользуясь доступными источниками информации.</li> </ul> <p>Будет плюсом:</p> <ul> <li>Опыт разработки чего-либо отличного от Spring-сервисов;</li> <li>Опыт работы с чем-либо из: Spark, Flink, Kafka;</li> <li>Опыт работы с Kubernetes и/или OpenShift;</li> <li>Опыт работы с Apache Ignite / GridGain;</li> <li>Возможность предоставить на ознакомление какие-либо примеры своего кода;</li> <li>Понимание того, что такое вычислительная сложность алгоритмов.</li> </ul> <p>Что мы предлагаем:</p> <ul> <li> <p>Уникальные технологические и инновационные проекты;</p> </li> <li> <p>Команда экспертов и профессионалов своего дела;</p> </li> </ul> <p> </p> <ul> <li>Развитие и обучение: своя digital-платформа для дистанционного обучения и развития ключевых ИТ-компетенций;</li> <li>Социальный пакет (ДМС, корпоративная пенсионная программа, материальная помощь);</li> <li>Скидки для сотрудников от партнеров экосистемы Сбера.</li> </ul>",Сбербанк
0,66102118,Менеджер направления продаж кредитных продуктов,"<p><strong>Обязанности</strong></p> <p>· курирование направления продаж кредитных продуктов в канале ММБ;</p> <p>· контроль и ответственность за выполнение показателей по продаже кредитных продуктов;</p> <p>· регулярный менеджмент сети и работа с отклонениями по показателям;</p> <p>· анализ эффективности действующих программ развития сотрудников ММБ по каждому профилю должности, предложения по улучшению и разработке новых программ;</p> <p>· формирование предложений по обучению, мотивации;</p> <p>· проведение регулярных обучающих мероприятий;</p> <p>· подготовка аналитических материалов и презентаций о результатах деятельности.</p> <p><strong>Требования</strong></p> <p>· аналитические способности, умение делать выводы из цифр;</p> <p>· глубокие знания кредитных продуктов, процессов, технологий кредитования и продаж;</p> <p>· сильный навык подготовки презентаций со смысловыми акцентами и выводами;</p> <p>· уверенное владение MS Office (Word, Excel, Power Point);</p> <p>· высокие коммуникативные способности для эффективного общения с сетью продаж;</p> <p>· нацеленность на результат, лидерские качества.</p> <p><strong>Условия</strong></p> <p>· работа в крупнейшем банке России;</p> <p>· трудоустройство согласно ТК РФ;</p> <p>· регулярное корпоративное обучение;</p> <p>· ДМС, страхование от несчастных случаев и тяжелых заболеваний;</p> <p>· материальная помощь и социальная поддержка, корпоративная пенсионная программа;</p> <p>· льготные условия кредитования;</p> <p>· яркая и насыщенная корпоративная жизнь.</p>",Сбербанк
0,55213650,Системный аналитик,"<p>Обязанности:</p> <ul> <li>Cбор, анализ, документирование и согласование требований;</li> <li>Взаимодействие с заказчиками и экспертами предметных областей;</li> <li>Разработка функциональных требований, технического задания (ТЗ) и постановок задач на разработку;</li> <li>Построение необходимых моделей, алгоритмов, прототипов;</li> <li>Проектирование ПО, предназначенного для защиты электронных документов с использованием технологии IRM;</li> <li>Участие в тестировании и ПСИ ПО;</li> </ul> <p>Требование:</p> <ul> <li>Высшее техническое образование (желательно в сфере ИТ);</li> <li>Опыт работы по специальности не менее полутора лет;</li> <li>Навыки описания бизнес-процессов с использованием UML или BPMN;</li> <li>Знание основных принципов проектирования ИС, знание REST, XSD, json;</li> <li>Знание основ БД, умение составлять простые sql запросы;</li> <li>Опыт работы с Jira, Confluence</li> </ul> <p>Условия:</p> <ul> <li>Профессиональный рост в дружной команде профессионалов;</li> <li>Официальное оформление по ТК РФ;</li> <li>Белая заработная плата (оклад + премии);</li> <li>ДМС, страхование от несчастных случаев, корпоративные мероприятия;</li> <li>Программа льготного кредитования в Сбербанке;</li> <li>Дисконт-программы от компаний партнеров.</li> </ul>",Сбербанк
0,66077170,Node.js developer в SberDevices,"<p>В команду SberDevices ищем Node.js-разработчика.</p> <p>SberDevices — молодая IT-компания, занимающаяся разработками в сферах речевых технологий, компьютерного зрения, цифровых ассистентов и умных устройств.</p> <p>Наша команда разрабатывает инструменты для CI/CD, релизов, а также автоматизирует различные внутренние бизнес-процессы. Мы уже построили систему CI/CD для сотни сервисов компании, cделав для разработчиков возможность создать и выкатить новый сервис в продакшен без нашего участия, и хотим ее развивать и ускорять.</p> <p>Технологический стек включает: GitLab, Kubernetes, Docker, Nginx, Kibana, Ansible, Terraform, Grafana, Prometheus, ClickHouse, NodeJS, TypeScript, Go.<br /><br /><em>Обязательно:</em></p> <ul> <li>отличное знание JavaScript</li> <li>уверенное знание Linux</li> <li>опыт построения больших отказоустойчивых систем</li> </ul> <p><em>Будет плюсом:</em></p> <ul> <li>опыт написания кода на TypeScript и Go</li> <li>опыт работы с k8s</li> <li>умение верстать</li> </ul> <p><em>Тебе предстоит:</em></p> <ul> <li>разрабатывать инструменты сборки, деплоя и других утилит для разработки интерфейсов</li> <li>разрабатывать различные внутренние инструменты для оптимизации рутины</li> <li>оптимизировать процесс доставки кода в продакшен</li> <li>создавать современные масштабируемые отказоустойчивые решения</li> <li>развивать внутренние аналитические инструменты и системы метрик</li> </ul> <p><em>Мы предлагаем:</em></p> <ul> <li>удаленная работа по желанию</li> <li>льготная ипотека в Сбербанке</li> <li>ДМС для сотрудников и скидки на медицинскую страховку для родственников</li> <li>работа в команде профессионалов, возможность разрабатывать уникальные и крупные проекты масштаба нашей страны</li> <li>большой и комфортный офис рядом с метро/МЦК со спортзалом, библиотекой, лаунж-зоной, столами для пинг-понга, кафе для сотрудников и видом на Москва Сити</li> <li>широкий спектр дисконт–программ, скидок и привилегий от компаний-партнеров</li> </ul>",Сбербанк
0,55496169,Старший менеджер по обслуживанию (пос. Углеуральский),"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p> </p> <p>Старшие менеджеры по обслуживанию в Сбере – это специалисты, которые проводят операции клиентов отделения в кассе.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>хочешь стать экспертом в банковской сфере</li> <li>доброжелателен и готов помогать клиентам</li> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>владеешь программами Microsoft Office, Outlook</li> <li>готов к работе, предполагающей ежедневное проведение однотипных операций.</li> </ul> <p> </p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>работать с клиентами в отделении</li> <li>проводить кассовые операции: прием, выдача, обмен денег.</li> </ul> <p> </p> <p><strong>Работа в Сбере – это:</strong></p> <ul> <li>официальное оформление с первого дня</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>стабильный оклад и премии по результатам работы</li> <li>регулярное обучение за счет компании и возможность карьерного роста</li> <li>ипотека выгоднее на 4% для каждого сотрудника</li> <li>льготные условия кредитования</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Ситимобил, Сбер Еаптека и других</li> <li>реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей</li> <li>корпоративная пенсионная программа.</li> </ul> <p> </p> <p>Присоединяйся к команде старших менеджеров по обслуживанию Сбера!</p>",Сбербанк
0,55563810,QA инженер,"<p>Наша команда разрабатывает современную коммуникационную платформу для создания омниканальных контактных центров. Это масштабный проект по созданию единой платформы, на которой будут работать все контактные центры Экосистемы Сбера, в том числе и крупнейший в Европе контактный центр Сбера.</p> <p>В нашей команде работают талантливые разработчики и инженеры с большим опытом создания IT-продуктов. Нас объединяет желание применять современные технологии для разработки новейших продуктов.</p> <p>У нас амбициозные планы и интересные задачи, для реализации которых требуются глубокие знания технологий, изобретательность и командная работа. Если ты чувствуешь в себе силы и готов внести вклад в разработку уникальной платформы для эффективных коммуникаций с Клиентами – мы тебя ждем!</p> <p><strong>Обязанности:</strong></p> <ul> <li>Функциональное системное и интеграционное тестирование;</li> <li>Оценка трудозатрат на тестирование;</li> <li>Анализ результатов тестирования;</li> <li>Работа с системами баг-трекинга в части заведения и обработки дефектов;</li> <li>Разработка функциональных тестов и развитие тестовой модели;</li> <li>Подготовка нагрузочных тестов;</li> <li>Участие в тестировании MVP новых сервисов, их развитии и выводе в ПРОМ;</li> <li>Консультации заказчиков и смежных подразделений по своей области специализации;</li> <li>Взаимодействие внутри команды.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт тестирования SaaS-продуктов;</li> <li>Опыт подготовки различных типов документов, относящихся к процессу тестирования;</li> <li>Знание методики функционального тестирования и опыт разработки тестовых моделей;</li> <li>Опыт работы с системами баг-трекинга;</li> <li>Опыт работы со средствами документирования и оперативного управления тестированием;</li> <li>Опыт написания SQL-запросов средней степени сложности;</li> <li>Опыт тестирования REST API;</li> <li>Взаимодействие с разработчиками, аналитиками и другими командами в формате Agile.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное трудоустройство по ТК РФ;</li> <li>Стандартный график работы (09:00–18:00), но с гибким подходом + сокращённый рабочий день по пятницам (до 16:45);</li> <li>Возможность работать удаленно (вне офиса, на территории РФ) до 3 месяцев в году;</li> <li>Достойный уровень оплаты труда (определяет по результатам собеседования);</li> <li>Премирование по итогам года;</li> <li>Бесплатное обслуживание зарплатной карты категории «Gold»;</li> <li>Страхование жизни и здоровья для сотрудников (ДМС) и скидки на медицинскую страховку для родственников;</li> <li>Обучение и повышение квалификации в Корпоративном Университете Сбербанка, на внутренних и внешних курсах, доступ к корпоративной библиотеке;</li> <li>Льготное кредитование в Сбербанке – возможность пользоваться премиальными продуктами Банка на специальных условиях (в т.ч. по ипотечным программам);</li> <li>Корпоративная пенсионная программа, основанная на паритетном участии сотрудника и Банка, которая даёт возможность удвоить добровольные пенсионные накопления и получать двойной инвестиционный доход (после года работы);</li> <li>Широкий спектр дисконт-программ, скидок и привилегий от компаний-партнёров;</li> <li>Скидка на бронирование в санаторно-курортном комплексе «MRIYA Resort &amp; SPA» на берегу моря в Ялте (в Крыму);</li> <li>Корпоративные подарки для детей;</li> <li>Корпоративные и благотворительные мероприятия («Зелёный марафон», Сбербанкиада, КВН, волонтёрские программы и т.д.);</li> <li>Современный комфортный офис: столовые предлагают вкусные завтраки, обеды, кофе-пойнты, прекрасно оборудованный тренажёрами спортивный комплекс;</li> <li>Бассейн в 2 минутах ходьбы;</li> <li>Свободный dress code;</li> <li>Офис: БЦ «Южный Порт» (10 минут пешком от ст. м. Кожуховская.</li> </ul>",Сбербанк
